,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-,PC1,PC2,db_label
400,Alan Williams,PHX,23,10,3,7,6.8,2.9,1.0,2.4,41.7,0.0,0.0,0.0,0.9,1.4,64.3,1.4,2.4,3.8,0.5,0.6,0.4,0.5,1.5,1,0,0.1,21.3633758456,-17.9280745454,64
401,Tayshaun Prince,MIN,36,77,27,50,19.0,2.9,1.3,3.0,44.5,0.1,0.3,17.4,0.2,0.2,68.4,0.4,1.5,1.9,1.0,0.4,0.5,0.2,0.8,0,0,-1.7,8.74357636089,-6.10985202616,37
402,James Michael McAdoo,GSW,23,41,37,4,6.4,2.9,1.1,2.0,53.6,0.0,0.0,50.0,0.6,1.2,53.1,0.7,0.7,1.4,0.4,0.4,0.2,0.2,1.0,0,0,-2.1,4.59888536074,27.993443672,82
403,Josh Huestis,OKC,24,5,2,3,11.0,2.8,1.0,2.4,41.7,0.8,1.2,66.7,0.0,0.8,0.0,0.4,1.6,2.0,0.0,0.6,0.2,0.4,0.6,0,0,0.4,38.8464282563,72.4501512223,72
404,Cory Jefferson,PHX,25,8,2,6,6.3,2.8,1.1,2.8,40.9,0.0,0.1,0.0,0.5,0.8,66.7,0.8,1.3,2.0,0.0,0.0,0.0,0.1,1.0,0,0,-0.6,19.3362883408,-19.1103662595,80
405,Alex Stepheson,MEM,28,8,2,6,9.0,2.8,1.1,3.4,33.3,0.0,0.0,0.0,0.5,1.5,33.3,2.4,1.1,3.5,0.3,0.0,0.1,0.6,1.5,1,0,-0.3,46.5769795314,0.164579735415,83
406,Andrew Goudelock,HOU,27,8,5,3,6.2,2.8,1.1,2.5,45.0,0.1,1.1,11.1,0.4,0.5,75.0,0.1,0.1,0.3,0.5,0.9,0.8,0.3,0.5,0,0,1.3,6.59106070836,-14.9700152384,75
407,Chris Kaman,POR,34,16,11,5,7.0,2.8,1.3,2.7,46.5,0.1,0.3,25.0,0.2,0.2,100.0,0.4,1.1,1.5,0.7,0.5,0.1,0.1,0.9,0,0,-1.9,-21.4532057339,-17.4332150963,37
408,Drew Gooden,WAS,34,30,18,12,10.2,2.7,1.1,3.4,32.0,0.2,1.4,17.1,0.3,0.5,64.3,0.9,1.9,2.8,0.4,0.4,0.3,0.4,1.3,2,0,-2.8,11.5109218749,-2.4982652086,37
409,Jared Cunningham,CLE,25,44,31,13,9.3,2.7,0.8,2.4,34.3,0.3,0.9,30.8,0.8,1.3,65.5,0.1,0.8,0.9,0.5,0.5,0.3,0.0,0.9,0,0,-1.0,3.31286024785,7.83442174631,37
410,Rasual Butler,SAS,37,46,41,5,9.4,2.7,1.1,2.3,47.1,0.3,1.1,30.6,0.2,0.3,68.8,0.1,1.2,1.2,0.5,0.2,0.3,0.5,0.2,0,0,1.7,1.38465659964,4.23934916887,37
411,RJ Hunter,BOS,22,36,21,15,8.7,2.7,1.0,2.7,36.7,0.5,1.8,30.2,0.2,0.2,85.7,0.1,1.0,1.0,0.4,0.3,0.4,0.1,0.8,0,0,-0.8,-13.0726150119,-4.00504453981,65
412,Anderson Varejao,GSW,33,53,41,12,9.4,2.6,1.0,2.3,42.7,0.0,0.0,0.0,0.6,0.9,64.0,0.7,2.0,2.7,0.7,0.4,0.3,0.2,1.3,0,0,0.4,21.6727349015,-17.8731542071,82
413,Justin Harper,BKN,26,5,4,1,7.0,2.6,0.8,2.0,40.0,0.8,1.8,44.4,0.2,0.4,50.0,0.0,0.2,0.2,0.0,0.4,0.2,0.0,0.6,0,0,-6.4,9.43886575477,26.878714572,37
414,Kostas Papanikolaou,DEN,25,26,8,18,11.3,2.6,0.9,2.5,36.4,0.4,1.2,31.3,0.3,0.5,64.3,0.3,1.2,1.5,0.6,0.8,0.5,0.2,0.9,0,0,-0.3,4.12525569241,8.65119666904,37
415,Adreian Payne,MIN,25,52,18,34,9.3,2.5,1.0,2.8,36.6,0.2,0.6,28.1,0.3,0.5,65.4,0.4,1.8,2.1,0.6,0.7,0.3,0.2,1.5,0,0,-2.3,5.0186104099,5.36292392355,37
416,Matt Bonner,SAS,36,30,25,5,6.9,2.5,1.0,1.9,50.9,0.5,1.1,44.1,0.1,0.1,75.0,0.1,0.8,0.9,0.3,0.1,0.2,0.0,0.5,0,0,2.1,-10.77344373,11.4947624009,37
417,Lorenzo Brown,DET,25,8,1,7,7.6,2.5,1.0,3.1,32.0,0.1,1.0,12.5,0.4,0.5,75.0,0.0,0.9,0.9,1.4,1.1,0.4,0.1,0.5,0,0,-3.8,5.13131116516,-12.1506211384,37
418,Sonny Weems,PHX,29,43,6,37,11.6,2.5,1.0,2.6,38.2,0.3,1.0,36.6,0.2,0.3,53.3,0.2,1.1,1.2,1.1,1.0,0.2,0.0,1.1,0,0,-2.3,10.5824908853,18.8386481487,37
419,Kendrick Perkins,NOP,31,37,13,24,14.6,2.5,1.1,2.0,53.3,0.0,0.0,0.0,0.3,0.7,44.0,0.7,2.8,3.5,0.8,1.1,0.3,0.3,1.7,0,0,-2.1,39.0520253636,-8.25344645808,83
420,Pablo Prigioni,LAC,39,59,37,22,13.9,2.5,0.9,2.5,37.4,0.5,1.6,29.5,0.1,0.1,87.5,0.6,1.3,1.9,2.2,0.8,0.9,0.0,1.4,0,0,-1.1,-14.1729002552,-5.65830867463,37
421,Sergey Karasev,BKN,22,40,9,31,10.0,2.4,0.8,1.9,40.5,0.3,0.9,29.7,0.7,0.7,92.9,0.2,1.3,1.5,0.9,0.6,0.2,0.1,0.7,0,0,-0.2,-18.4829934102,-8.90141051784,37
422,Jarell Eddie,WAS,24,26,13,13,5.6,2.4,0.8,2.5,30.8,0.6,1.8,31.9,0.3,0.3,100.0,0.1,0.8,0.9,0.2,0.0,0.2,0.0,0.2,0,0,-1.3,-26.1916252519,-9.7039245451,37
423,KJ McDaniels,HOU,23,37,17,20,6.4,2.4,0.8,1.9,40.3,0.2,0.7,28.0,0.6,0.8,80.0,0.4,0.7,1.1,0.3,0.5,0.2,0.2,0.8,0,0,2.0,-6.89444101296,-3.21389506207,37
424,Steve Novak,MIL,33,10,8,2,4.4,2.4,0.8,1.8,44.4,0.7,1.5,46.7,0.1,0.1,100.0,0.0,0.5,0.5,0.0,0.1,0.0,0.0,0.3,0,0,0.7,-33.3085058185,0.762396132912,65
425,Lamar Patterson,ATL,24,35,23,12,11.3,2.4,0.8,2.3,35.0,0.3,1.4,24.5,0.5,0.6,72.7,0.1,1.3,1.4,1.1,0.7,0.3,0.1,1.3,0,0,0.9,0.666729454268,-1.38641758023,37
426,Greg Smith,MIN,25,18,8,10,10.7,2.4,1.0,1.8,56.3,0.0,0.0,0.0,0.4,0.9,41.2,0.7,1.7,2.3,0.3,0.4,0.2,0.1,1.6,0,0,-4.3,41.6884647873,-7.09162048312,73
427,Jeremy Evans,DAL,28,30,16,14,8.4,2.4,0.9,1.6,54.2,0.1,0.5,25.0,0.5,0.7,71.4,0.4,1.4,1.8,0.1,0.2,0.2,0.3,0.6,0,0,-1.4,2.88750320416,-2.74969027104,82
428,Tyler Hansbrough,CHA,30,44,28,16,7.8,2.4,0.7,1.6,45.1,0.0,0.1,66.7,0.9,1.5,58.5,0.9,1.1,2.0,0.2,0.3,0.3,0.2,1.3,1,0,-0.8,-9.41758195548,39.8715395898,37
429,Edy Tavares,ATL,24,11,7,4,6.6,2.3,1.0,1.7,57.9,0.0,0.0,0.0,0.3,0.7,37.5,0.6,1.3,1.9,0.3,0.5,0.1,0.5,0.7,0,0,-0.9,44.7598931727,-5.26683142231,76
430,Damjan Rudez,MIN,30,33,9,24,8.4,2.3,0.8,1.9,40.3,0.5,1.5,34.0,0.2,0.2,100.0,0.2,0.5,0.6,0.3,0.4,0.1,0.0,1.0,0,0,-0.4,-26.7032730181,-9.19485008592,37
431,Lucas Nogueira,TOR,23,29,17,12,7.7,2.2,1.0,1.5,63.6,0.0,0.1,33.3,0.3,0.5,53.3,0.6,1.0,1.6,0.2,0.4,0.4,0.4,1.0,0,0,0.8,13.9960422184,12.8254938715,82
432,Devyn Marble,ORL,23,28,12,16,8.9,2.1,0.8,2.5,29.6,0.3,1.1,25.0,0.4,0.9,41.7,0.2,1.1,1.4,0.4,0.3,0.5,0.0,0.9,0,0,-0.5,25.911160036,16.707689794,37
433,DeJuan Blair,WAS,27,29,12,17,7.5,2.1,1.0,2.3,41.2,0.0,0.0,0.0,0.2,0.4,38.5,0.7,1.3,2.0,0.4,0.5,0.3,0.1,1.8,0,0,-1.4,42.8671097068,-3.68056496409,80
434,Nick Collison,OKC,35,59,39,20,11.9,2.1,0.8,1.8,45.9,0.0,0.0,0.0,0.4,0.6,69.7,1.2,1.7,2.9,0.9,0.8,0.3,0.3,1.8,0,0,0.4,17.1777280925,-21.4144958966,83
435,Chris Copeland,MIL,32,24,10,14,6.5,2.1,0.7,2.1,33.3,0.4,1.5,27.8,0.3,0.3,85.7,0.0,0.4,0.4,0.5,0.3,0.1,0.0,0.7,0,0,-3.3,-11.8278858287,-5.56630304336,37
436,Coty Clarke,BOS,23,3,0,3,1.9,2.0,0.7,1.3,50.0,0.7,0.7,100.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0,0,1.3,21.5380912165,98.865429103,37
